ISBN,ISBN NUMERIQUE,OUVRAGE,NOM AUTEUR ,PRENOM AUTEUR ,EDITEUR,COLLECTION,DISCIPLINE,DISCIPLINE,ANNEE,MISE EN LIGNE,OUVRAGE ACCESSIBLE,TARIF EN EUROS HT,ANNEES AVANT ACCES PERENNE,URL CAIRN
9782749200934,9782749223889,Travailler en MAS,,,ERES,Trames,Sociologie et société,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/travailler-en-mas--9782749200934.htm
9782749236513,9782749236506,"Travailler ensemble, un défi pour le médicosocial",Depaulis,Alain,ERES,Empan,Sociologie et société,,2013,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/travailler-ensemble-un-defi-pour-le-medicosocial--9782749236513.htm
9782749211022,9782749223902,Travailleurs handicapés en milieu ordinaire,Pernet,Christophe,ERES,Trames,Sociologie et société,,2009,2011-11-10,non,C,infos non disponibles,http://www.cairn.info/travailleurs-handicapes-en-milieu-ordinaire--9782749211022.htm
9782707164438,9782707195050,Trop de gestion tue le social,Chauvière,Michel,La Découverte,Alternatives sociales,Sociologie et société,,2010,2016-12-01,non,E,infos non disponibles,http://www.cairn.info/trop-de-gestion-tue-le-social--9782707164438.htm
9782746712683,,Trop gros ?,Csergo,Julia,Autrement,Mutations,Sociologie et société,,2009,2011-01-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/trop-gros--9782746712683.htm
9782749208831,9782749223285,Un savoir de référence pour le travail social,Dartiguenave,Jean-Yves,ERES,Pratiques du champ social,Sociologie et société,,2008,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/un-savoir-de-reference-pour-le-travail-social--9782749208831.htm
9782130524762,9782130638711,Une épidémie politique,Pinell,Patrice,P.U.F.,"Science, histoire et société",Sociologie et société,,2002,2016-02-19,non,F,infos non disponibles,http://www.cairn.info/une-epidemie-politique--9782130524762.htm
9782749200491,9782749229751,Vidéo et accueil des jeunes enfants,Appell,Geneviève,ERES,Petite enfance et parentalité,Sociologie et société,,2002,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/video-et-accueil-des-jeunes-enfants--9782749200491.htm
9782707153715,9782707194978,Violences et insécurité,Mucchielli,Laurent,La Découverte,Sur le vif,Sociologie et société,,2007,2016-12-01,non,E,infos non disponibles,http://www.cairn.info/violences-et-insecurite--9782707153715.htm
9782130558972,9782130639602,Vivre avec le VIH ,Pierret,Janine,P.U.F.,Le Lien social,Sociologie et société,,2006,2014-09-01,non,F,infos non disponibles,http://www.cairn.info/vivre-avec-le-vih--9782130558972.htm
9782728837601,,Vivre sans abri,Girola,Claudia,Éditions Rue d'Ulm,La Rue ? Parlons-en !,Sociologie et société,,2011,2014-07-01,non,A,infos non disponibles,http://www.cairn.info/vivre-sans-abri--9782728837601.htm
9782749236704,9782749236711,"Vivre vieux, mourir vivant",Pitaud,Philippe,ERES,Pratiques du champ social,Sociologie et société,,2013,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/vivre-vieux-mourir-vivant--9782749236704.htm
9782100592319,,Comprendre les politiques sociales,Löchen,Valérie,Dunod,Guides Santé Social,Sociologie et société,,2013,2016-02-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/comprendre-les-politiques-sociales--9782100592319.htm
9782810901463,9782810902774,Interventions sociales et faits religieux,Verba,Daniel,Presses de l'EHESP,Politiques et interventions sociales,Sociologie et société,,2014,2015-10-02,non,E,infos non disponibles,http://www.cairn.info/interventions-sociales-et-faits-religieux--9782810901463.htm
9782810901081,9782810902132,L'avenir du travail protégé,Zribi,Gérard,Presses de l'EHESP,Hors collection,Sociologie et société,,2012,2015-10-02,non,D,infos non disponibles,http://www.cairn.info/l-avenir-du-travail-protege--9782810901081.htm
9782810901593,9782810903030,L'intervention sociale d'intérêt collectif : de la personne au territoire,De Robertis,Cristina,Presses de l'EHESP,Politiques et interventions sociales,Sociologie et société,,2014,2015-10-02,non,E,infos non disponibles,http://www.cairn.info/l-intervention-sociale-d-interet-collectif-de-la-p--9782810901593.htm
9782810902590,9782810903177,La scientifisation du travail social,Rullac,Stéphane,Presses de l'EHESP,Politiques et interventions sociales,Sociologie et société,,2014,2015-10-02,non,D,infos non disponibles,http://www.cairn.info/la-scientifisation-du-travail-social--9782810902590.htm
9782810901210,9782810902194,Le changement organisationnel dans les établissements sociaux et médico-sociaux,Foudriat,Michel,Presses de l'EHESP,Politiques et interventions sociales,Sociologie et société,,2013,2015-10-02,non,E,infos non disponibles,http://www.cairn.info/le-changement-organisationnel--9782810901210.htm
9782100709519,9782100723355,Retraite et vieillissement : intervention publique et action sociale,Gucher,Catherine,Dunod,Santé Social,Sociologie et société,,2015,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/retraite-et-vieillissement-intervention-publique--9782100709519.htm
9782749242781,9782749242798,Les travailleurs du médicament,Fournier,Pierre,ERES,Clinique du travail,Sociologie et société,,2014,2015-11-03,non,D,infos non disponibles,http://www.cairn.info/les-travailleurs-du-medicament--9782749242781.htm
9782749254593,9782749254609,Se doper pour travailler,Crespin,Renaud,ERES,Clinique du travail,Sociologie et société,,2017,2017-04-20,non,D,infos non disponibles,http://www.cairn.info/se-doper-pour-travailler--9782749254593.htm
9782810900213,9782810902330,Singuliers généralistes,Bloy,Géraldine,Presses de l'EHESP,Métiers Santé Social,Sociologie et société,,2010,2015-10-02,non,E,infos non disponibles,http://www.cairn.info/singuliers-generalistes--9782810900213.htm
9782130550778,9782130738794,De l'enfant au citoyen ,Raveaud,Maroussia,P.U.F.,Éducation et société,Sociologie et société,Sciences de l'éducation,2006,2015-04-20,non,F,infos non disponibles,http://www.cairn.info/de-l-enfant-au-citoyen--9782130550778.htm
9782804150556,9782804178499,L'école à l'épreuve de la sociologie,Van Haecht,Anne,De Boeck Supérieur,Ouvertures sociologiques,Sociologie et société,Sciences de l'éducation,2006,2012-04-01,non,E,infos non disponibles,http://www.cairn.info/ecole-a-l-epreuve-de-la-sociologie--9782804150556.htm
9782130572275,9782130740186,La carte scolaire et le territoire urbain,Visier,Laurent,P.U.F.,La Ville en débat,Sociologie et société,Sciences de l'éducation,2009,2015-04-20,non,C,infos non disponibles,http://www.cairn.info/la-carte-scolaire-et-le-territoire--9782130572275.htm
9782724620559,9782724620573,La grande course des universités,Musselin,Christine,Presses de Sciences Po,Hors collection,Sociologie et société,Sciences de l'éducation,2017,2017-04-04,non,F,infos non disponibles,http://www.cairn.info/la-grande-course-des-universites--9782724620559.htm
9782707169488,9782707175052,La nouvelle école capitaliste,Clément,Pierre,La Découverte,Sciences humaines,Sociologie et société,Sciences de l'éducation,2011,2013-04-03,non,C,infos non disponibles,http://www.cairn.info/la-nouvelle-ecole-capitaliste--9782707169488.htm
9782804156404,9782804178543,La place de l'école dans la société luxembourgeoise de demain,Martin,Romain,De Boeck Supérieur,Pédagogies en développement,Sociologie et société,Sciences de l'éducation,2008,2013-04-02,non,F,infos non disponibles,http://www.cairn.info/la-place-de-l-ecole-dans-la-societe-luxembourgeois--9782804156404.htm
9782749214443,9782749229935,La revanche scolaire,Bergier,Bertrand,ERES,Sociologie clinique,Sociologie et société,Sciences de l'éducation,2011,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/la-revanche-scolaire--9782749214443.htm
9782724610161,9782724686814,L'école dans la ville,Oberti,Marco,Presses de Sciences Po,Académique ,Sociologie et société,Sciences de l'éducation,2007,2012-04-01,non,E,infos non disponibles,http://www.cairn.info/l-ecole-dans-la-ville--9782724610161.htm
9782200277178,9782200283414,Polémiques à l'école,Grandjean,Geoffrey,Armand Colin,Recherches,Sociologie et société,Sciences de l'éducation,2012,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/Polemiques-a-l-ecole--9782200277178.htm
9782130556480,,"École, régulation et marché",Maroy,Christian,P.U.F.,Éducation et société,Sociologie et société,Sciences de l'éducation,2006,2016-12-01,non,F,infos non disponibles,http://www.cairn.info/ecole-regulation-et-marche--9782130556480.htm
9782200280581,9782200288150,Éthique et déontologie dans l'Éducation nationale,Dupeyron,Jean-François,Armand Colin,Recherches,Sociologie et société,Sciences de l'éducation,2013,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/ethique-et-deontologie-dans-l-education-nationale--9782200280581.htm
9782749254838,9782749254845,La posture du superviseur,Rouzel,Joseph,ERES,Poche - Psychanalyse et travail social,Sociologie et société,Sciences de l'éducation,2017,2017-04-20,non,C,infos non disponibles,http://www.cairn.info/la-posture-du-superviseur--9782749254838.htm
9782130567059,9782130640363,La souffrance des enseignants,Lantheaume,Françoise,P.U.F.,Éducation et société,Sociologie et société,Sciences de l'éducation,2008,2015-09-17,non,E,infos non disponibles,http://www.cairn.info/la-souffrance-des-enseignants--9782130567059.htm
9782749207605,,Travailleurs handicapés : reconnaître leur expérience,Leguy,Patrice,ERES,Empan,Sociologie et société,Sciences de l'éducation,2009,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/travailleurs-handicapes-reconnaitre-leur-experien--9782749207605.htm
9782130570905,9782130640615,Grammaires des conduites à projet,Boutinet,Jean-Pierre,P.U.F.,Formation et pratiques professionnelles,Sociologie et société,Sciences de l'éducation,2010,2014-08-15,non,F,infos non disponibles,http://www.cairn.info/grammaires-des-conduites-a-projet--9782130570905.htm
9782130581055,9782130741107,Travailler et étudier,Cohen-Scali,Valérie,P.U.F.,Formation et pratiques professionnelles,Sociologie et société,Sciences de l'éducation,2010,2015-04-20,non,F,infos non disponibles,http://www.cairn.info/travailler-et-etudier--9782130581055.htm
9782865869619,,Les professionnels face à la sexualité des adolescents,Huerre,Patrice,ERES,Enfances  PSY,Sociologie et société,,2001,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/les-professionnels-face-a-la-sexualite--9782865869619.htm
9782130553588,9782130790952,Analyse d'un récit de vie,Filloux,Jean-Claude,P.U.F.,Hors collection,Sociologie et société,,2005,2016-01-04,non,E,infos non disponibles,http://www.cairn.info/analyse-d-un-recit-de-vie--9782130553588.htm
9782804102180,9782804173685,Analyse factorielle simple en sociologie,Busca,Didier,De Boeck Supérieur,Ouvertures sociologiques,Sociologie et société,,2009,2012-07-01,non,E,infos non disponibles,http://www.cairn.info/analyse-factorielle-simple-en-sociologie--9782804102180.htm
9782100598205,9782100700530,Analyse géométrique des données multidimensionnelles,Le Roux,Brigitte,Dunod,Psycho Sup,Sociologie et société,,2014,2016-03-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/analyse-geometrique-des-donnees-multidimensionnell--9782100598205.htm
9782600041256,,Autonomie et autotransformation de la société,Busino,Giovanni,Librairie Droz,Travaux de Sciences Sociales,Sociologie et société,,1989,2015-05-13,non,F,infos non disponibles,http://www.cairn.info/autonomie-et-autotransformation-de-la-societe--9782600041256.htm
9782130501381,9782130722977,Aux fondements de la sociologie,Chazel,François,P.U.F.,Sociologies,Sociologie et société,,2000,2016-10-03,non,C,infos non disponibles,http://www.cairn.info/aux-fondements-de-la-sociologie--9782130501381.htm
9782600015271,,Aux frontières de l'animal,Dubied,Annik,Librairie Droz,Travaux de Sciences Sociales,Sociologie et société,,2012,2015-05-13,non,C,infos non disponibles,http://www.cairn.info/aux-frontieres-de-l-animal--9782600015271.htm
9782130532842,9782130738237,Bien mourir,Castra,Michel,P.U.F.,Le Lien social,Sociologie et société,,2003,2015-09-17,non,F,infos non disponibles,http://www.cairn.info/bien-mourir-sociologie-des-soins-palliatifs--9782130532842.htm
9782707156006,9782707171061,Bifurcations,Grossetti,Michel,La Découverte,Recherches,Sociologie et société,,2009,2010-10-15,non,D,infos non disponibles,http://www.cairn.info/bifurcations--9782707156006.htm
9782707173065,9782707173966,Changements et pensées du changement,Castel,Robert,La Découverte,Sciences humaines,Sociologie et société,,2012,2014-10-01,non,E,infos non disponibles,http://www.cairn.info/changements-et-pensees-du-changement--9782707173065.htm
9782707153272,9782707198570,"Changer de société, refaire de la sociologie",Latour,Bruno,La Découverte,Poche/Sciences humaines et sociales,Sociologie et société,,2007,2017-09-14,non,F,infos non disponibles,http://www.cairn.info/changer-de-societe-refaire-de-la-sociologie--9782707153272.htm
9782130556435,9782130739111,Communauté et société,Tönnies,Ferdinand,P.U.F.,Le Lien social,Sociologie et société,,2010,2015-09-17,non,F,infos non disponibles,http://www.cairn.info/communaute-et-societe--9782130556435.htm
9782707143983,9782707160379,Construire le sens de sa vie,Mendel,Gérard,La Découverte,Cahiers libres,Sociologie et société,,2004,2013-04-02,non,C,infos non disponibles,http://www.cairn.info/construire-le-sens-de-sa-vie--9782707143983.htm
9782130547563,9782130738602,Critique sociologique de l'économie,Simiand,François,P.U.F.,Le Lien social,Sociologie et société,,2006,2015-09-17,non,G,infos non disponibles,http://www.cairn.info/critique-sociologique-de-l-economie--9782130547563.htm
9782130453413,,Critiques du savoir sociologique,Busino,Giovanni,P.U.F.,Sociologies,Sociologie et société,,1993,2016-10-04,non,C,infos non disponibles,http://www.cairn.info/critiques-du-savoir-sociologique--9782130453413.htm
9782130592945,,Croire et savoir,Boudon,Raymond,P.U.F.,Quadrige,Sociologie et société,,2012,2016-11-10,non,E,infos non disponibles,http://www.cairn.info/croire-et-savoir--9782130592945.htm
9782707175557,9782707192981,Dans les plis singuliers du social,Lahire,Bernard,La Découverte,Laboratoire des sciences sociales,Sociologie et société,,2013,2016-07-04,non,E,infos non disponibles,http://www.cairn.info/dans-les-plis-singuliers-du-social--9782707175557.htm
9782707114143,,De la modernité,Chesneaux,Jean,La Découverte,Cahiers libres,Sociologie et société,,1983,2016-03-15,non,C,infos non disponibles,http://www.cairn.info/de-la-modernite--9782707114143.htm
9782707168986,9782707173416,Des sociologues sans qualités ?,Naudier,Delphine,La Découverte,Recherches,Sociologie et société,,2011,2013-04-02,non,D,infos non disponibles,http://www.cairn.info/des-sociologues-sans-qualites--9782707168986.htm
9782130426240,9782130702566,Dilthey et la fondation des sciences historiques,Mesure,Sylvie,P.U.F.,Sociologies,Sociologie et société,,1990,2016-08-31,non,C,infos non disponibles,http://www.cairn.info/dilthey-et-la-fondation-des-sciences-historiques--9782130426240.htm
9782130606314,9782130630159,Du risque à la menace,Bourg,Dominique,P.U.F.,Ecologie en questions (L'),Sociologie et société,,2013,2017-04-05,non,E,infos non disponibles,http://www.cairn.info/du-risque-a-la-menace--9782130606314.htm
9782130625582,,Du social par temps incertain,Balandier,Georges,P.U.F.,Hors collection,Sociologie et société,,2013,2017-04-05,non,F,infos non disponibles,http://www.cairn.info/du-social-par-temps-incertain--9782130625582.htm
